PHRASE,TRADITIONAL,PRIORITY,PINYIN,DEFINITION
"噸位",32028,0,"dun1 wei4",tonnage
"噸數",32029,0,"dun1 shu4",tonnage
"噹",2053,0,dang1,"(onom.) dong; ding dong"
"噹噹",42130,0,"dang1 dang1","Dangdang (site web)"
"噻唑",44337,0,"sai1 zuo4","thiazole (molécule)"
"嚀",2054,0,ning2,prescrire
"嚃",4070,0,ta4,"boire; avaler"
"嚄",4071,0,huo4,"oh!; (Stupéfait et sans voix)"
"嚄",4071,1,o3,"(interj. de surprise)"
"嚆",4072,0,hao1,"faire du bruit; émettre un son"
"嚇",1062,0,xia4,"effrayer; intimider"
"嚇",1062,1,he4,"effrayer; intimider; menacer; (interjection exprimant la désapprobation), tss-tss; (interjection exprimant l'étonnement)"
"嚇人",19198,0,"xia4 ren2",effrayant
"嚇倒",32030,0,"xia4 dao3",effrayer
"嚇唬",37010,0,"xia4 hu5","effrayer; menacer"
"嚇壞",32031,0,"xia4 huai4","avoir très peur; être vraiment effrayé"
"嚇得",19199,0,"xia4 de5","effrayé"
"嚇得發抖",59916,0,"xia4 de2 fa1 dou3","trembler de peur"
"嚇死",25543,0,"xia4 si3","terrifié; peur bleue; mort de peur"
"嚇跑",32032,0,"xia4 pao3","effrayer; faire fuir; chasser"
"嚌",4073,0,ji4,"goûter"
"嚎",2055,0,hao2,hurler
"嚎啕大哭",62578,0,"hao2 tao2 da4 ku1","éclater en sanglots; pleurer à chaudes larmes"
"嚏",4074,0,ti4,"éternuer"
"嚓",4075,0,ca1,"(onom.) cri strident"
"嚕",2056,0,lu1,"bredouiller; bredouillement"
"嚙齒",43672,0,"nie4 chi3",rongeur
"嚚",4076,0,yin2,"non sincère; stupide"
"嚜",4077,0,me5,"(particule finale)"
"嚟",4078,0,li4,"(phonétique)"
"嚥",4079,0,yan4,avaler
"嚥",4079,1,yan4,Pharynx
"嚥下",42777,0,"yan4 xia4",avaler
"嚥下困難",62393,0,"yan4 xia4 kun4 nan2",dysphagie
"嚥氣",42939,0,"yan4 qi4","rendre le dernier soupir; mourir"
"嚦",4080,0,li4,"bruit de fractionnement; craquage"
"嚨",2057,0,long2,gorge
"嚮導",37011,0,"xiang4 dao3","guide (d'installation ou d'utilisation en informatique)"
"嚮往",37012,0,"xiang4 wang3",aspirer
"嚯",4081,0,huo4,"(onom.) expression d'admiration ou de surprise; bruit de rire"
"嚲",4082,0,duo3,pendre
"嚳",4083,0,ku4,avertir
"嚴",551,0,yan2,"sévère; strict; étanche"
"嚴冬",32033,0,"yan2 dong1","hiver rigoureux"
"嚴刑",37013,0,"yan2 xing2","torture; supplice"
"嚴刑拷打",62057,0,"yan2 xing2 kao3 da3","torture; interrogatoire par la torture"
"嚴加",19200,0,"yan2 jia1","prendre plus de précautions"
"嚴厲",32034,0,"yan2 li4","sévère; dur"
"嚴守",25544,0,"yan2 shou3","maintenir strictement"
"嚴密",25545,0,"yan2 mi4","rigoureux; strict"
"嚴寒",32035,0,"yan2 han2","froid rigoureux"
"嚴峻",37014,0,"yan2 jun4","dur; rude"
"嚴復",25546,0,"Yan2 Fu4","Yan Fu"
"嚴懲",37015,0,"yan2 cheng2","punir sévèrement"
"嚴打",19201,0,"yan2 da3","prendre des mesures sévères contre"
"嚴明",19202,0,"yan2 ming2","strict et impartial"
"嚴格",19203,0,"yan2 ge2","strict; sévère"
"嚴格來說",56430,0,"yan2 ge2 lai2 shuo1","stricto sensu; à proprement parler"
"嚴正",19204,0,"yan2 zheng4","sévère; solennel"
"嚴父",25547,0,"yan2 fu4","père sévère"
"嚴禁",32036,0,"yan2 jin4","interdire formellement; défendre absolument"
"嚴肅",37016,0,"yan2 su4","sérieux"
"嚴苛",37017,0,"yan2 ke1","sévère; dur"
"嚴謹",37018,0,"yan2 jin3","ponctualité"
"嚴酷",32037,0,"yan2 ku4","rigoureux; dur; cruel; impitoyable"
"嚴重",19205,0,"yan2 zhong4","grave; sérieux"
"嚴重後果",56431,0,"yan2 zhong4 hou4 guo3","conséquence grave; graves répercussions"
"嚴重急性呼吸系統綜合症",63984,0,"yan2 zhong4 ji2 xing4 hu1 xi1 xi4 tong3 zong1 he2 zheng4","Syndrome respiratoire aigu sévère lié au coronavirus"
"嚴重性",47944,0,"yan2 zhong4 xing4","gravité"
"嚴防",25548,0,"yan2 fang2","défendre absolument; prendre des précautions nécessaires contre"
"嚵",4084,0,chan2,"goulu; avide"
"嚶",4085,0,ying1,"pépiement; gazouillement"
"嚷",2058,0,rang3,"crier; hurler"
"嚷嚷",42131,0,"rang1 rang5",crier
"嚼",2059,0,jiao2,"mâcher"
"嚼",2059,1,jue2,"mâcher"
"嚼舌",42132,0,"jiao2 she2","raconter des salades; faire des cancans"
"囀",4086,0,zhuan4,"chanter (oiseaux); gazouiller"
"囁",4087,0,nie4,"bouger la bouche"
"囁嚅",44338,0,"nie4 ru2","balbutier; marmonner; parler de façon hésitante"
"囂",2060,0,xiao1,crier
"囂張",32038,0,"xiao1 zhang1","arrogant; insolent"
"囂張跋扈",62659,0,"xiao1 zhang1 ba2 hu4","arrogant et despotique"
"囅",4088,0,chan3,"souriant; rieur"
"囈",4089,0,yi4,"parler ou remuer en rêve"
"囈語",42940,0,"yi4 yu3","parler dans son sommeil; propos incensés"
"囉",552,0,luo5,"(particule finale exclamative)"
"囉",552,1,luo1,"(bavard; compliqué; parler trop; pénible; gênant)"
"囉唆",37019,0,"luo1 suo1","baratin; verbeux; compliqué"
"囉嗦",43298,0,"luo1 suo5","bavard; compliqué; parler trop; pénible; gênant"
"囉里囉嗦",62538,0,"luo1 li5 luo1 suo5","de longue haleine; verbeux"
"囊",2061,0,nang2,"sac; bourse"
"囊括",40352,0,"nang2 kuo4",englober
"囊腫",42133,0,"nang2 zhong3",kyste
"囊袋",40353,0,"nang2 dai4",poche
"囍",4090,0,xi3,"double bonheur"
"囑",2062,0,zhu3,"ordre; enjoindre"
"囑咐",42134,0,"zhu3 fu4","exhorter; avertir; recommander; charger de"
"囑託",40354,0,"zhu3 tuo1","confier; charger"
"囓",4091,0,nie4,"mordre; ronger; aboyer"
"囗",4092,0,wei2,"enceinte (n.f); enclos; 31e radical"
"囘",4093,0,hui2,"Hui (ethnie)"
"囚",2063,0,qiu2,"emprisonner; prisonnier"
"囚徒",40355,0,"qiu2 tu2",prisonnier
"囚犯",40356,0,"qiu2 fan4",prisonnier
"囚禁",40357,0,"qiu2 jin4","emprisonner; mettre en prison; incarcérer"
"囚車",32039,0,"qiu2 che1","fourgon cellulaire"
"四",185,0,si4,"quatre; 4"
"四下",10024,0,"si4 xia4",partout
"四下裡",45432,0,"si4 xia4 li5","tout autour"
"四不像",45433,0,"si4 bu4 xiang4","cerf du père David"
"四世同堂",57173,0,"si4 shi4 tong2 tang2","Quatre générations sous le même toit (célèbre roman de Lao She)"
"四人幫",45434,0,"si4 ren2 bang1","Bande des Quatre"
"四個",10025,0,"si4 ge5","quatre unités"
"四個現代化",62791,0,"si4 ge4 xian4 dai4 hua4","quatre modernisations"
"四分五裂",59017,0,"si4 fen1 wu3 lie4","se démembrer; être démembré; être divisé; être déchiré; se trouver en pleine division; se disloquer"
"四化",13524,0,"si4 hua4","(abrév.) les quatre Modernisations de Deng Xiaoping"
"四十",13525,0,"si4 shi2","quarante; 40"
"四十三",46530,0,"si4 shi2 san1","quarante-trois; 43"
"四十六",46531,0,"si4 shi2 liu4","quarante-six; 46"
"四千",19206,0,"si4 qian1","quatre mille; 4000"
"四合院",47945,0,"si4 he2 yuan4","maison traditionnelle avec cour intérieure; Siheyuan"
"四周",19207,0,"si4 zhou1","autour; alentour"
"四國",10026,0,"Si4 guo2",shikoku
"四圍",25549,0,"si4 wei2","tout autour; de tous côtés; encerclé"
"四大名著",56432,0,"si4 da4 ming2 zhu4","Quatre classiques"
"四大天王",55941,0,"si4 da4 tian1 wang2","Dikpala; Shi Tenno"
"四大美女",56433,0,"si4 da4 mei3 nu:3","Quatre beautés légendaires de la Chine ancienne"
"四天",10027,0,"si4 tian1","quatre jours; 4 jours"
"四姑娘山",60673,0,"si4 gu1 niang2 shan1","Mont Siguniang"
"四季",25550,0,"si4 ji4","les quatre saisons"
"四季豆",52473,0,"si4 ji4 dou4","haricot vert"
"四射",19208,0,"si4 she4","rayonner tout autour"
"四小龍",45435,0,"Si4 Xiao3 long2","Quatre dragons asiatiques"
"四川",25551,0,"Si4 chuan1",Sichuan
"四川外國語大學",63775,0,"Si4 chuan1 Wai4 guo2 yu3 Da4 xue2","Université des Études internationales du Sichuan"
"四川大學",57174,0,"Si4 chuan1 Da4 xue2","Université du Sichuan"
"四川日報",59018,0,"Si4 chuan1 Ri4 bao4","Sichuan Daily (journal)"
"四平八穩",59019,0,"si4 ping2 ba1 wen3","être réservé au point de ne courir aucun risque; être conservateur et accommodant; très circonspect; très prudent; équitable"
"四年",10028,0,"si4 nian2","quatre ans"
"四年前",44787,0,"si4 nian2 qian2","quatre ans plus tôt"
"四庫全書",59020,0,"Si4 ku4 Quan2 shu1","Siku Quanshu"
"四強",13526,0,"si4 qiang2",demi-finales
"四捨五入",59021,0,"si4 she3 wu3 ru4",Arrondi
"四散",25552,0,"si4 san4",disperser
"四散奔逃",61748,0,"si4 san4 ben1 tao2","se disperser dans toutes les directions"
"四方",13527,0,"si4 fang1","de toutes parts; de tous les coins; carré"
"四旁",19209,0,"si4 pang2","régions voisines"
"四時",10029,0,"si4 shi2","les quatres saisons"
"四更",13528,0,"si4 geng1","quatrième des cinq périodes de surveillance de nuit de 01h00 à 03h00 (arch.)"
"四月",13529,0,"Si4 yue4","avril; le quatrième mois lunaire"
"四月份",46532,0,"si4 yue4 fen4",avril
"四次",13530,0,"si4 ci4","quatrième; à quatre reprises; quartique"
"四氯化碳",61749,0,"si4 lu:4 hua4 tan4","tétrachlorométhane"
"四海",13531,0,"si4 hai3","les quatre mers; tous les coins du pays; partout"
"四濺",42941,0,"si4 jian4","jaillir en tous sens; gicler de partout"
"四環素",49524,0,"si4 huan2 su4","tétracycline"
"四百",19210,0,"si4 bai3","quatre-cent; 400"
"四眼天雞",58083,0,"si4 yan3 tian1 ji1","Chicken Little"
"四級",13532,0,"si4 ji2","quatrième classe ou grade; catégorie D"
"四維空間",58084,0,"si4 wei2 kong1 jian1","4D; quatre dimensions"
"四聲",13533,0,"si4 sheng1","quatre tons"
"四肢",32040,0,"si4 zhi1","les quatre membres"
"四葉草",49525,0,"si4 ye4 cao3","trèfle à quatre feuilles"
"四處",13534,0,"si4 chu4","partout; dans toutes les directions; tout autour"
"四衝程",49526,0,"si4 chong1 cheng2","Cycle de Beau de Rochas"
"四角",19211,0,"si4 jiao3","les quatre coins (d'un rectangle)"
"四角形",47946,0,"si4 jiao3 xing2","carré; quadrilatère"
"四起",13535,0,"si4 qi3","apparaître brusquement partout; de partout"
"四輪驅動",60674,0,"si4 lun2 qu1 dong4","transmission intégrale"
"四通八達",58085,0,"si4 tong1 ba1 da2","(expr. idiom.) routes ouvertes dans toutes les directions; accessible de tous côtés"
"四邊",13536,0,"si4 bian1","quatre côtés"
"四邊形",46533,0,"si4 bian1 xing2","quadrilatère"
"四郊",32041,0,"si4 jiao1","banlieue; environs; approches; faubourgs"
"四部曲",47947,0,"si4 bu4 qu3","tétralogie"
"四鄰",25553,0,"si4 lin2","tout le voisinage; les pays voisins"
"四鄰八捨",60675,0,"si4 lin2 ba1 she4","tout le voisinage"
"四重奏",47948,0,"si4 chong2 zou4",quartet
"四開",13537,0,"si4 kai1",In-folio
"四雙",19212,0,"si4 shuang1",Quadruple-double
"四面",13538,0,"si4 mian4","de tous côtés; à l'entour; alentours"
"四面八方",57175,0,"si4 mian4 ba1 fang1","de toutes parts; dans toutes les directions; partout"
"四面體",46534,0,"si4 mian4 ti3","tétraèdre"
"四顧",19213,0,"si4 gu4","regarder autour de soi"
"四驅車",49527,0,"si4 qu1 che1","quatre-quatre (véhicule); 4x4"
"四體",13539,0,"si4 ti3","les quatre membres; deux bras et deux jambes"
"囝",2064,0,jian3,enfant
"回事",13540,0,"hui2 shi4","(ancien) faire un rapport à son maître"
"回京",25554,0,"hui2 Jing1","revenir à la capitale"
"回來",10030,0,"hui2 lai5",revenir
"回信",10031,0,"hui2 xin4","répondre; réponse"
"回光反照",58086,0,"hui2 guang1 fan3 zhao4","éclat final du Soleil couchant; (fig.) dernier flash (de lucidité ou d'activité, avant le décès)"
"回光返照",60676,0,"hui2 guang1 fan3 zhao4","éclat final du Soleil couchant; (fig.) dernier flash (de lucidité ou d'activité, avant le décès)"
"回函",25555,0,"hui2 han2","réponse écrite"
"回到",10032,0,"hui2 dao4",regagner
"回升",19214,0,"hui2 sheng1","reprise conjoncturelle"
"回去",10033,0,"hui2 qu5","retourner; revenir en arrière"
"回合",13541,0,"hui2 he2","tour; round"
"回合制",46535,0,"hui2 he2 zhi4","tour par tour (jeux)"
"回味",19215,0,"hui2 wei4","se remémorer; arrière-goût"
"回回",13542,0,"hui2 hui2","Hui (ethnie)"
"回國",10034,0,"hui2 guo2","revenir à son pays d'origine"
"回執",19216,0,"hui2 zhi2","récépissé; reçu; accusé de réception"
"回報",13543,0,"hui2 bao4","récompense; profit; récompenser"
"回填",25556,0,"hui2 tian2","remblai; remblayage; remblaiement; déblai; déblayage"
"回天",10035,0,"hui2 tian1",Kaiten
"回家",10036,0,"hui2 jia1","rentrer à la maison; rentrer chez soi"
"回彈",19217,0,"hui2 tan2","retour de flamme (prop.); retour de bâton (prop.); effet boomerang (prop.)"
"回形針",49528,0,"hui2 xing2 zhen1","trombone (papeterie)"
"回復",19218,0,"hui2 fu4","répondre; récupérer; retourner (à un état antérieur); Re: en réponse à "
"回心轉意",55942,0,"hui2 xin1 zhuan3 yi4","(expr. idiom.) changer sa pensée"
"回想",10037,0,"hui2 xiang3","se souvenir de"
"回憶",19219,0,"hui2 yi4","se souvenir de; évoquer"
"回憶錄",47949,0,"hui2 yi4 lu4","mémoires"
"回應",13544,0,"hui2 ying4","réponse; répondre"
"回扣",25557,0,"hui2 kou4",rabais
"回拜",19220,0,"hui2 bai4","rendre visite en retour"
"回擊",19221,0,"hui2 ji1",riposte
"回收",13545,0,"hui2 shou1","récupérer; recycler"
"回收利用",56434,0,"hui2 shou1 li4 yong4","recyclage (d'un déchet)"
"回放",13546,0,"hui2 fang4","rejeu; restitution"
"回教",13547,0,"Hui2 jiao4",Islam
"回敬",25558,0,"hui2 jing4","retourner un compliment; donner qch en retour"
"回文",10038,0,"hui2 wen2",palindrome
"回族",19222,0,"Hui2 zu2","hui (ethnie)"
"回春",19223,0,"hui2 chun1","retour du printemps; redonner vie"
"回暖",25559,0,"hui2 nuan3","se réchauffer à nouveau (pour le temps)"
"回歸",19224,0,"hui2 gui1","revenir à; reculer; régression (statistiques)"
"回歸線",47950,0,"hui2 gui1 xian4",tropique
"回民",13548,0,"Hui2 min2",musulman
"回波",19225,0,"hui2 bo1","écho; retour d'onde"
"回流",13549,0,"hui2 liu2","refluer; refluement; reflux; retour de flux"
"回溯",32042,0,"hui2 su4","rappeler; évoquer le passé"
"回火",19226,0,"hui2 huo3","revenu (métallurgie)"
"回甘",25560,0,"hui2 gan1","avoir un arrière-goût sucré"
"回甜",25561,0,"hui2 tian2","avoir un arrière-goût sucré"
"回眸",32043,0,"hui2 mou2","jeter un regard en arrière; regarder en arrière; rétrospective"
"回禮",19227,0,"hui2 li3","retourner une salutation; envoyer un cadeau en retour"
"回程",13550,0,"hui2 cheng2","voyage de retour"
"回稟",32044,0,"hui2 bing3","faire un rapport à son supérieur"
"回答",19228,0,"hui2 da2","réponse; répondre"
"回紇",42942,0,"Hui2 he2",Huige
"回絕",19229,0,"hui2 jue2","éconduire; dédaigner"
"回繞",25562,0,"hui2 rao4",enroulement
"回聲",13551,0,"hui2 sheng1","écho (acoustique)"
"回聲強度",57176,0,"hui2 sheng1 qiang3 duo2","coefficient de réflexion; indice de réflexion; indice de réflectivité; réflectivité"
"回腸",32045,0,"hui2 chang2","iléon"
"回腸盪氣",61750,0,"hui2 chang2 dang4 qi4","émouvant; déchirant; bouleversant"
"回良玉",51121,0,"Hui2 Liang2 yu4","Hui Liangyu"
"回落",19230,0,"hui2 luo4","retomber; se replier; revenir à un niveau bas, après une hausse"
"回覆",25563,0,"hui2 fu4","répondre; récupérer"
"回見",13552,0,"hui2 jian4","A plus tard !; A la prochaine !; A bientôt !; Au revoir !"
"回訪",25564,0,"hui2 fang3","rendre sa visite; visiter en retour"
"回話",13553,0,"hui2 hua4","répondre"
"回調",19231,0,"hui2 diao4","rappeler; rappel"
"回購",25565,0,"hui2 gou4","rachat; racheter"
"回路",13554,0,"hui2 lu4","circuit électrique"
"回車",13555,0,"hui2 che1","retour chariot"
"回車鍵",47951,0,"hui2 che1 jian4","retour chariot"
"回返",32046,0,"hui2 fan3","retourner; revenir en arrière; revenir"
"回鈴音",49529,0,"hui2 ling2 yin1","tonalité de retour d'appel"
"回鍋",25566,0,"hui2 guo1","réchauffer la nourriture"
"回鍋肉",51122,0,"hui2 guo1 rou4","porc cuit deux fois"
"回門",13556,0,"hui2 men2","premier retour de l'épouse à son domicile parental"
"回電",10039,0,"hui2 dian4","répondre à un télégramme"
"回音",13557,0,"hui2 yin1","écho; réponse (écrite)"
"回頭",13558,0,"hui2 tou2","tourner la tête; se retourner; repentir; plus tard"
"回頭客",47952,0,"hui2 tou2 ke4","client fidèle"
"回顧",19232,0,"hui2 gu4","regarder en arrière; se rappeler; se souvenir; récapituler"
"回饋",32047,0,"hui2 kui4","rétroaction"
"回首",19233,0,"hui2 shou3","faire demi-tour; regarder en arrière; se rappeler"
"囟",4094,0,xin4,fontanelle
"囟腦門",55018,0,"xin4 nao3 men2",fontanelle
"囟門",42943,0,"xin4 men2",fontanelle
"因",26,0,yin1,"cause; raison; à cause de; selon"
"因公",10040,0,"yin1 gong1","imputable au service"
"因勢",13559,0,"yin1 shi4","en fonction des circonstances; selon le développement propre de qch"
"因勢利導",58087,0,"yin1 shi4 li4 dao3","(expr. idiom.) profiter d'une nouvelle situation; tirer le meilleur des nouvelles opportunités"
"因地制宜",56435,0,"yin1 di4 zhi4 yi2","prendre des mesures en fonction des conditions locales; prendre des mesures appropriées aux conditions locales"
"因子",8686,0,"yin1 zi3","diviseur; agent; facteur"
"因小失大",55698,0,"yin1 xiao3 shi1 da4","(expr. idiom.) perdre l'essentiel en voulant sauver un petit qch; courir le risque"
"因循",25567,0,"yin1 xun2","suivre la routine; être routinier; traîner; lambiner; procrastiner"
"因應",10041,0,"yin1 ying4","réagir en conséquence; s'adapter à; faire face à"
"因故",10042,0,"yin1 gu4","pour une raison quelconque"
"因數",10043,0,"yin1 shu4","facteur (math.); divisibilité"
"因材施教",59022,0,"yin1 cai2 shi1 jiao4","communiquer des connaissances aux élèves selon leurs différences d'aptitude et d'intelligence"
"因果",8687,0,"yin1 guo3","causalité (physique)"
"因此",10044,0,"yin1 ci3","donc; par conséquent"
"因為",8688,0,"yin1 wei4","car; parce que"
"因特網",45436,0,"Yin1 te4 wang3",Internet
"因由",10045,0,"yin1 you2","raison; cause; relation prédestinée (bouddhisme)"
"因素",13560,0,"yin1 su4","facteur; élément; talent"
"因緣",13561,0,"yin1 yuan2","lien; attachement"
"因而",8689,0,"yin1 er2","donc; par conséquent"
"因襲",25568,0,"yin1 xi2","suivre de vieux schémas; imiter des modèles existants; continuer dans la même veine"
"囡",2065,0,nan1,"dérober; enfant (fille)"
"囡囡",42135,0,"nan1 nan1","(terme affectif pour un enfant en bas âge)"
"团队建设",58088,0,"tuan2 dui4 jian4 she4","promotion du travail d'équipe"
"囤",4095,0,dun4,panier
"囤",4095,1,tun2,"grange; grenier; stocker; emmagasiner; mettre en dépôt"
"囤積",43673,0,"tun2 ji1","stocker; emmagasiner"
"囥",4096,0,kang4,"(dial.) cacher; dissimuler"
"囧",4097,0,jiong3,"(utilisé comme émoticône pour exprimer le choc, l'amusement ou la stupéfaction)"
"囨",4098,0,pian1,"expression de mépris; expression de dédain"
"囪",4099,0,cong1,"cheminée"
"囪",4099,1,chuang1,"(fenêtre)"
"囫",4100,0,hu2,"rond; entier"
"囫圇",44339,0,"hu2 lun2","tout entier"
"囫圇吞棗",62743,0,"hu2 lun2 tun1 zao3","(expr. idiom.) avaler une jujube dans son entier; accepter sans réfléchir"
"囮",4101,0,e2,leurre
"囯",4102,0,guo2,"État"
"困乏",37020,0,"kun4 fa2","fatigué"
"困倦",40358,0,"kun4 juan4","avoir sommeil; somnoler"
"困厄",40359,0,"kun4 e4","en eau profonde; situation difficile"
"困境",32048,0,"kun4 jing4","situation difficile"
"困守",32049,0,"kun4 shou3","tenir un siège; piégé dans une ville en siège"
"困局",32050,0,"kun4 ju2","dilemme; situation difficile"
"困惑",37021,0,"kun4 huo4","embarrassé"
"困擾",37022,0,"kun4 rao3","rendre perplexe"
"困獸猶鬥",62263,0,"kun4 shou4 you2 dou4","(expr. idiom.) les bêtes aux abois ont un dernier sursaut; mener une lutte désespérée; lutter avec l'énergie du désespoir"
"困窘",40360,0,"kun4 jiong3",confusion
"困苦",32051,0,"kun4 ku3","pauvre; misérable; indigent"
"困難",25569,0,"kun4 nan5","difficile; difficulté"
"困頓",37023,0,"kun4 dun4","accablé; à bout de force; gêné financièrement"
"囷",4103,0,jun1,grenier
"囹圄",44340,0,"ling2 yu3",Prison
"固",1063,0,gu4,"solide; ferme; fermement; résolument; obstiné"
"固件",25570,0,"gu4 jian4",firmware
"固体廢物",62058,0,"gu4 ti3 fei4 wu4","déchets solides; résidus solides"
"固化",25571,0,"gu4 hua4","solidifier; solidification"
"固執",32052,0,"gu4 zhi2","obstiné; entêté; têtu"
"固執己見",59917,0,"gu4 zhi2 ji3 jian4","persister dans ses opinions"
"固守",32053,0,"gu4 shou3","défendre avec acharnement; tenir bon"
"固定",19234,0,"gu4 ding4","fixe; régulier; fixer"
"固定匯率",61270,0,"gu4 ding4 hui4 lu:4","taux de change fixe"
"固定資產",59023,0,"gu4 ding4 zi1 chan3",immobilisations
"固定資產投資",63594,0,"gu4 ding4 zi1 chan3 tou2 zi1","investissement en immobilisation; investissement en capital fixe"
